"Dia","Hora","15 min","01 h","04 h","24 h","96 h"
"01/12/2021","00:00:00",0,0,4,5.6,9
"01/12/2021","00:15:00",0,0,3.6,5.6,9
"01/12/2021","00:30:00",0,0,3.4,5.6,9
"01/12/2021","00:45:00",0,0,3.2,5.6,9
"01/12/2021","01:00:00",0.2,0.2,3.4,5.8,9.2
"01/12/2021","01:15:00",0,0.2,3.2,5.8,9.2
"01/12/2021","01:30:00",0,0.2,3.2,5.8,9.2
"01/12/2021","01:45:00",0,0.2,3.2,5.8,9.2
"01/12/2021","02:00:00",0,0,3.2,5.8,9.2
"01/12/2021","02:15:00",0,0,3.2,5.8,9.2
"01/12/2021","02:30:00",0.4,0.4,3.4,6.2,9.6
"01/12/2021","02:45:00",0,0.4,3,6.2,9.6
"01/12/2021","03:00:00",0,0.4,0.6,6.2,9.6
"01/12/2021","03:15:00",0,0.4,0.6,6.2,9.6
"01/12/2021","03:30:00",0,0,0.6,6.2,9.6
"01/12/2021","03:45:00",0,0,0.6,6.2,9.6
"01/12/2021","04:00:00",0,0,0.6,6.2,9.6
"01/12/2021","04:15:00",0,0,0.6,6.2,9.6
"01/12/2021","04:30:00",0,0,0.6,6.2,9.6
"01/12/2021","04:45:00",0,0,0.6,6.2,9.6
"01/12/2021","05:00:00",0,0,0.4,6.2,9.6
"01/12/2021","05:15:00",0,0,0.4,6.2,9.6
"01/12/2021","05:30:00",0,0,0.4,6.2,9.6
"01/12/2021","05:45:00",0,0,0.4,6.2,9.6
"01/12/2021","06:00:00",0,0,0.4,6.2,9.6
"01/12/2021","06:15:00",0,0,0.4,6.2,9.6
"01/12/2021","06:30:00",0,0,0,6.2,9.6
"01/12/2021","06:45:00",0,0,0,6.2,9.6
"01/12/2021","07:00:00",0,0,0,6.2,9.6
"01/12/2021","07:15:00",0,0,0,6.2,9.6
"01/12/2021","07:30:00",0,0,0,6.2,9.6
"01/12/2021","07:45:00",0,0,0,6.2,9.6
"01/12/2021","08:00:00",0,0,0,6.2,9.6
"01/12/2021","08:15:00",0,0,0,6.2,9.6
"01/12/2021","08:30:00",0,0,0,6.2,9.6
"01/12/2021","08:45:00",0,0,0,6.2,9.6
"01/12/2021","09:00:00",0,0,0,6.2,9.6
"01/12/2021","09:15:00",0,0,0,6.2,9.6
"01/12/2021","09:30:00",0,0,0,6.2,9.6
"01/12/2021","09:45:00",0,0,0,6.2,9.6
"01/12/2021","10:00:00",0,0,0,6.2,9.6
"01/12/2021","10:15:00",0,0,0,6.2,9.6
"01/12/2021","10:30:00",0,0,0,6.2,9.6
